"Identificador do processo de viagem";"Código do órgão superior";"Nome do órgão superior";"Codigo do órgão pagador";"Nome do órgao pagador";"Código da unidade gestora pagadora";"Nome da unidade gestora pagadora";"Tipo de pagamento";"Valor"
"0000000000015768184";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA - UNIDADES COM VÍNCULO DIRETO";"170585";"SECRETARIA DE PREVIDÊNCIA";"DIÁRIAS                       ";"784,70"
"0000000000015768219";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA - UNIDADES COM VÍNCULO DIRETO";"170585";"SECRETARIA DE PREVIDÊNCIA";"DIÁRIAS                       ";"784,70"
"0000000000015768250";"54000";"MINISTERIO DO TURISMO";"20604";"INSTITUTO BRASILEIRO DE TURISMO";"185001";"INSTITUTO BRASILEIRO DE TURISMO";"PASSAGEM                      ";"5677,83"
"0000000000015768276";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA - UNIDADES COM VÍNCULO DIRETO";"170095";"DELEGACIA DA RFB EM DIVINOPOLIS";"DIÁRIAS                       ";"85,38"
"0000000000015768276";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA - UNIDADES COM VÍNCULO DIRETO";"170095";"DELEGACIA DA RFB EM DIVINOPOLIS";"RESTITUIÇÃO                   ";"11,80"
"0000000000015768845";"26000";"MINISTERIO DA EDUCACAO";"26000";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"150002";"SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC";"PASSAGEM                      ";"2128,27"
"0000000000015768920";"26000";"MINISTERIO DA EDUCACAO";"26000";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"150002";"SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC";"PASSAGEM                      ";"3235,37"
"0000000000015769225";"26000";"MINISTERIO DA EDUCACAO";"26000";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"150002";"SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC";"PASSAGEM                      ";"1532,89"
"0000000000015769225";"26000";"MINISTERIO DA EDUCACAO";"26000";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"150002";"SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC";"PASSAGEM                      ";"1100,27"
"0000000000015769387";"26000";"MINISTERIO DA EDUCACAO";"26000";"MINISTERIO DA EDUCACAO - UNIDADES COM VÍNCULO DIRETO";"150002";"SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC";"PASSAGEM                      ";"1532,89"
